session_id,user_id,session_start,device,region,campaign_source,is_signup,add_to_cart,cart_items,purchase,purchase_items
S00001454,U000130,2024-11-16 17:21:00,mobile,Central,facebook,True,True,2,False,0
S00001455,U000318,2024-10-05 19:24:00,mobile,North,facebook,True,True,1,True,2
S00001456,U000084,2024-12-29 22:54:00,desktop,East,facebook,False,False,0,False,0
S00001457,U000544,2024-11-06 16:02:00,desktop,North,google,False,False,0,False,0
S00001458,U000515,2024-12-10 05:48:00,mobile,Central,organic,True,False,0,False,0
S00001459,U000756,2024-11-14 10:07:00,mobile,Central,direct,False,True,3,False,0
S00001460,U000514,2024-11-20 19:48:00,desktop,North,google,False,False,0,False,0
S00001461,U000344,2024-11-19 14:25:00,mobile,North,google,True,True,3,True,1
S00001462,U000472,2024-10-08 16:39:00,mobile,Central,organic,False,True,1,False,0
S00001463,U000291,2024-10-11 03:13:00,mobile,West,organic,False,False,0,False,0
S00001464,U000128,2024-12-19 08:03:00,mobile,North,organic,False,False,0,False,0
S00001465,U000277,2024-12-02 02:00:00,mobile,West,google,True,True,1,True,2
S00001466,U000459,2024-12-20 20:14:00,mobile,South,google,False,True,2,False,0
S00001467,U000755,2024-11-18 07:21:00,mobile,North,email,False,True,1,False,0
S00001468,U000499,2024-12-14 23:22:00,mobile,West,email,False,True,2,False,0
S00001469,U000628,2024-10-06 21:45:00,desktop,South,organic,True,True,2,True,1
S00001470,U000413,2024-10-17 17:50:00,mobile,East,google,True,True,2,False,0
S00001471,U000377,2024-10-27 19:40:00,desktop,South,email,False,False,0,False,0
S00001472,U000004,2024-11-15 04:15:00,tablet,South,google,True,True,3,True,1
S00001473,U000018,2024-10-02 21:07:00,mobile,South,facebook,False,True,1,True,1
S00001474,U000000,2024-11-21 14:17:00,mobile,South,email,True,True,3,False,0
S00001475,U000254,2024-12-16 23:04:00,mobile,North,organic,False,False,0,False,0
S00001476,U000146,2024-11-10 11:08:00,mobile,South,direct,False,False,0,False,0
S00001477,U000616,2024-10-31 19:01:00,mobile,South,email,False,False,0,False,0
S00001478,U000104,2024-10-20 19:08:00,mobile,East,organic,False,True,1,False,0
S00001479,U000473,2024-11-04 20:03:00,mobile,East,facebook,True,False,0,False,0
S00001480,U000398,2024-10-21 15:46:00,mobile,North,organic,True,False,0,False,0
S00001481,U000562,2024-12-04 03:19:00,tablet,North,facebook,False,False,0,False,0
S00001482,U000047,2024-11-10 06:11:00,desktop,East,facebook,False,True,3,True,2
S00001483,U000402,2024-11-05 14:59:00,tablet,Central,organic,True,False,0,False,0
S00001484,U000081,2024-12-22 14:11:00,mobile,East,email,True,False,0,False,0
S00001485,U000023,2024-11-18 17:56:00,mobile,East,facebook,False,False,0,False,0
S00001486,U000087,2024-10-10 04:59:00,mobile,Central,email,False,True,2,False,0
S00001487,U000743,2024-12-28 14:35:00,tablet,Central,email,False,False,0,False,0
S00001488,U000768,2024-10-04 22:12:00,desktop,Central,facebook,True,True,2,True,2
S00001489,U000177,2024-12-05 03:14:00,mobile,West,google,False,False,0,False,0
S00001490,U000439,2024-10-15 17:45:00,desktop,East,organic,True,True,2,False,0
S00001491,U000211,2024-10-26 21:00:00,mobile,East,organic,True,False,0,False,0
S00001492,U000693,2024-10-18 08:18:00,mobile,South,google,False,True,2,True,2
S00001493,U000738,2024-10-02 03:19:00,desktop,Central,email,False,True,3,True,2
S00001494,U000339,2024-12-23 01:33:00,desktop,West,google,True,True,3,False,0
S00001495,U000527,2024-12-01 06:11:00,tablet,East,direct,True,False,0,False,0
S00001496,U000248,2024-11-14 18:41:00,mobile,East,google,True,False,0,False,0
S00001497,U000316,2024-12-19 17:20:00,desktop,East,email,False,False,0,False,0
S00001498,U000360,2024-10-18 11:30:00,mobile,North,google,False,True,3,True,2
S00001499,U000684,2024-10-30 12:35:00,mobile,West,email,False,False,0,False,0
S00001500,U000292,2024-11-28 04:53:00,desktop,Central,facebook,False,True,3,True,2
S00001501,U000025,2024-12-11 08:20:00,desktop,East,facebook,True,False,0,False,0
S00001502,U000667,2024-10-11 18:33:00,desktop,South,organic,False,True,1,False,0
S00001503,U000519,2024-10-15 05:13:00,mobile,East,google,False,False,0,False,0
S00001504,U000274,2024-10-29 08:10:00,mobile,East,email,True,False,0,False,0
S00001505,U000631,2024-10-09 19:53:00,desktop,Central,facebook,True,True,3,True,2
S00001506,U000591,2024-10-31 17:57:00,desktop,West,facebook,False,True,3,True,2
S00001507,U000656,2024-10-03 05:03:00,desktop,West,email,False,False,0,False,0
S00001508,U000649,2024-11-21 10:02:00,tablet,North,organic,True,True,3,True,2
S00001509,U000226,2024-12-12 11:53:00,mobile,West,organic,False,False,0,False,0
S00001510,U000607,2024-12-12 21:00:00,mobile,West,organic,False,True,1,True,2
S00001511,U000553,2024-12-13 23:38:00,desktop,Central,organic,False,False,0,False,0
S00001512,U000159,2024-12-16 20:23:00,mobile,Central,google,True,True,3,False,0
S00001513,U000307,2024-10-18 02:11:00,mobile,East,facebook,False,True,1,True,2
S00001514,U000028,2024-10-29 21:19:00,mobile,North,organic,True,False,0,False,0
S00001515,U000709,2024-11-03 05:56:00,mobile,Central,organic,True,True,2,False,0
S00001516,U000645,2024-11-30 02:47:00,desktop,West,email,False,False,0,False,0
S00001517,U000731,2024-10-22 13:14:00,tablet,West,email,False,False,0,False,0
S00001518,U000219,2024-11-03 03:08:00,mobile,North,organic,True,True,2,True,2
S00001519,U000514,2024-11-02 09:17:00,desktop,East,facebook,False,False,0,False,0
S00001520,U000414,2024-12-03 05:46:00,mobile,North,email,True,False,0,False,0
S00001521,U000552,2024-10-29 16:43:00,mobile,West,direct,False,True,1,False,0
S00001522,U000713,2024-10-31 02:52:00,mobile,East,google,False,False,0,False,0
S00001523,U000526,2024-12-26 22:33:00,desktop,East,organic,False,False,0,False,0
S00001524,U000569,2024-10-27 23:06:00,mobile,South,google,False,False,0,False,0
S00001525,U000622,2024-11-09 13:06:00,desktop,East,organic,True,True,1,True,2
S00001526,U000737,2024-10-17 20:51:00,mobile,Central,facebook,False,False,0,False,0
S00001527,U000051,2024-11-06 04:52:00,tablet,North,organic,False,True,3,False,0
S00001528,U000309,2024-12-10 16:58:00,mobile,South,organic,False,False,0,False,0
S00001529,U000302,2024-12-08 22:54:00,desktop,West,organic,False,False,0,False,0
S00001530,U000594,2024-10-01 14:16:00,desktop,South,organic,True,False,0,False,0
S00001531,U000640,2024-11-18 05:52:00,mobile,East,facebook,False,False,0,False,0
S00001532,U000185,2024-10-03 00:39:00,desktop,East,organic,False,False,0,False,0
S00001533,U000542,2024-11-23 05:52:00,mobile,Central,organic,True,False,0,False,0
S00001534,U000393,2024-11-05 22:04:00,mobile,North,organic,False,True,1,True,1
S00001535,U000707,2024-11-13 13:57:00,mobile,West,organic,True,False,0,False,0
S00001536,U000154,2024-11-13 19:02:00,mobile,West,google,True,False,0,False,0
S00001537,U000112,2024-11-18 14:18:00,tablet,Central,google,False,True,2,True,1
S00001538,U000198,2024-10-07 16:02:00,desktop,East,facebook,True,True,2,False,0
S00001539,U000135,2024-10-22 23:52:00,mobile,East,google,False,True,3,False,0
S00001540,U000299,2024-10-27 13:26:00,desktop,Central,facebook,False,True,1,True,1
S00001541,U000728,2024-11-03 17:15:00,desktop,North,organic,False,False,0,False,0
S00001542,U000018,2024-11-27 09:08:00,mobile,North,google,True,False,0,False,0
S00001543,U000379,2024-11-24 05:47:00,mobile,West,organic,False,True,1,True,1
S00001544,U000388,2024-12-26 13:14:00,desktop,South,email,True,False,0,False,0
S00001545,U000648,2024-12-03 07:21:00,tablet,South,email,True,False,0,False,0
S00001546,U000549,2024-12-29 02:26:00,tablet,Central,email,False,False,0,False,0
S00001547,U000658,2024-10-05 13:52:00,mobile,East,google,False,True,1,True,1
S00001548,U000567,2024-11-15 22:30:00,desktop,West,organic,False,True,1,True,2
S00001549,U000014,2024-11-26 14:11:00,mobile,East,google,True,False,0,False,0
S00001550,U000107,2024-12-16 07:58:00,mobile,East,organic,False,True,3,True,2
S00001551,U000623,2024-11-18 09:22:00,tablet,Central,organic,True,False,0,False,0
S00001552,U000486,2024-11-15 01:54:00,mobile,North,organic,False,False,0,False,0
S00001553,U000501,2024-10-14 15:27:00,mobile,North,organic,False,False,0,False,0
S00001554,U000408,2024-10-30 01:18:00,mobile,West,email,False,True,1,False,0
S00001555,U000245,2024-12-18 19:43:00,mobile,East,direct,False,False,0,False,0
S00001556,U000588,2024-10-01 01:18:00,mobile,North,direct,False,False,0,False,0
S00001557,U000111,2024-12-06 19:19:00,desktop,North,organic,False,True,1,False,0
S00001558,U000632,2024-10-15 20:02:00,desktop,West,direct,False,True,2,False,0
S00001559,U000721,2024-10-31 09:17:00,mobile,East,organic,False,False,0,False,0
S00001560,U000230,2024-12-03 01:22:00,mobile,North,email,True,True,1,True,2
S00001561,U000541,2024-10-18 00:03:00,desktop,Central,direct,False,False,0,False,0
S00001562,U000173,2024-10-01 14:24:00,mobile,Central,google,False,False,0,False,0
S00001563,U000366,2024-12-06 21:21:00,mobile,East,email,True,False,0,False,0
S00001564,U000232,2024-11-10 21:47:00,mobile,South,email,True,True,2,False,0
S00001565,U000240,2024-11-12 07:28:00,mobile,West,organic,True,False,0,False,0
S00001566,U000307,2024-10-31 14:33:00,mobile,South,organic,True,False,0,False,0
S00001567,U000406,2024-10-15 13:47:00,mobile,West,organic,False,True,3,True,1
S00001568,U000579,2024-11-30 23:01:00,mobile,West,organic,True,True,3,True,1
S00001569,U000198,2024-11-01 09:00:00,tablet,North,organic,False,False,0,False,0
S00001570,U000739,2024-10-03 13:23:00,mobile,West,facebook,False,False,0,False,0
S00001571,U000328,2024-10-23 02:54:00,desktop,West,organic,False,True,2,True,2
S00001572,U000161,2024-10-23 11:22:00,mobile,North,direct,False,True,2,False,0
S00001573,U000576,2024-12-26 12:18:00,mobile,East,organic,False,True,2,False,0
S00001574,U000171,2024-12-26 15:48:00,mobile,South,organic,False,False,0,False,0
S00001575,U000695,2024-10-06 23:05:00,desktop,East,organic,False,True,1,True,2
S00001576,U000630,2024-10-26 01:27:00,mobile,East,facebook,False,False,0,False,0
S00001577,U000043,2024-11-26 23:53:00,mobile,North,organic,False,True,2,True,1
S00001578,U000746,2024-10-05 21:21:00,mobile,West,email,False,True,1,False,0
S00001579,U000720,2024-10-25 15:51:00,mobile,North,organic,False,True,3,False,0
S00001580,U000373,2024-10-01 06:25:00,desktop,Central,organic,True,False,0,False,0
S00001581,U000691,2024-10-27 08:40:00,mobile,South,email,False,True,1,True,2
S00001582,U000579,2024-10-10 09:49:00,desktop,South,organic,False,True,3,True,2
S00001583,U000169,2024-10-06 20:33:00,mobile,North,organic,True,False,0,False,0
S00001584,U000301,2024-11-19 11:30:00,mobile,North,google,False,False,0,False,0
S00001585,U000390,2024-10-05 06:53:00,desktop,East,organic,False,True,2,True,2
S00001586,U000478,2024-12-15 14:27:00,mobile,East,organic,True,False,0,False,0
S00001587,U000796,2024-11-26 03:30:00,desktop,West,facebook,True,False,0,False,0
S00001588,U000790,2024-11-01 08:46:00,tablet,South,facebook,False,False,0,False,0
S00001589,U000659,2024-10-13 05:58:00,desktop,Central,google,False,True,3,True,1
S00001590,U000374,2024-12-25 01:49:00,mobile,South,facebook,False,False,0,False,0
S00001591,U000152,2024-12-11 16:54:00,mobile,North,email,False,True,3,True,2
S00001592,U000317,2024-11-15 03:03:00,desktop,Central,facebook,True,False,0,False,0
S00001593,U000631,2024-12-24 15:20:00,mobile,North,google,False,False,0,False,0
S00001594,U000729,2024-11-14 17:47:00,mobile,West,google,False,True,2,False,0
S00001595,U000590,2024-12-06 08:34:00,desktop,East,google,True,False,0,False,0
S00001596,U000111,2024-10-17 00:44:00,mobile,South,google,False,False,0,False,0
S00001597,U000171,2024-12-14 08:37:00,desktop,East,facebook,True,False,0,False,0
S00001598,U000570,2024-11-18 15:35:00,desktop,North,organic,False,False,0,False,0
S00001599,U000113,2024-10-20 04:06:00,mobile,Central,google,False,False,0,False,0
S00001600,U000764,2024-11-19 01:19:00,desktop,South,email,True,False,0,False,0
S00001601,U000360,2024-11-14 22:28:00,desktop,South,facebook,False,False,0,False,0
S00001602,U000304,2024-10-17 22:01:00,mobile,South,facebook,False,False,0,False,0
S00001603,U000495,2024-12-13 05:58:00,desktop,Central,facebook,False,True,3,False,0
S00001604,U000587,2024-12-26 06:37:00,mobile,South,email,False,False,0,False,0
S00001605,U000291,2024-11-08 08:09:00,mobile,South,facebook,False,True,2,False,0
S00001606,U000281,2024-11-16 16:38:00,mobile,Central,facebook,False,True,1,False,0
S00001607,U000324,2024-10-06 04:01:00,desktop,East,google,False,False,0,False,0
S00001608,U000730,2024-10-13 11:04:00,mobile,South,google,False,False,0,False,0
S00001609,U000588,2024-10-02 14:45:00,mobile,Central,google,True,True,1,False,0
S00001610,U000684,2024-11-14 07:49:00,mobile,South,organic,True,False,0,False,0
S00001611,U000142,2024-12-09 07:55:00,desktop,Central,facebook,False,False,0,False,0
S00001612,U000630,2024-10-28 06:42:00,desktop,West,organic,True,True,3,False,0
S00001613,U000225,2024-11-04 04:34:00,mobile,West,organic,False,True,2,True,1
S00001614,U000675,2024-12-16 06:09:00,desktop,South,email,False,True,3,True,2
S00001615,U000683,2024-12-22 17:05:00,mobile,East,organic,True,False,0,False,0
S00001616,U000296,2024-12-22 08:06:00,mobile,North,organic,False,False,0,False,0
S00001617,U000193,2024-11-18 11:05:00,mobile,North,organic,True,True,2,False,0
S00001618,U000422,2024-10-29 01:33:00,desktop,South,email,False,False,0,False,0
S00001619,U000097,2024-11-14 19:20:00,tablet,North,organic,True,False,0,False,0
S00001620,U000175,2024-12-03 03:30:00,desktop,North,facebook,False,False,0,False,0
S00001621,U000510,2024-10-19 18:11:00,mobile,Central,email,False,True,3,True,1
S00001622,U000719,2024-10-21 21:38:00,mobile,North,facebook,True,False,0,False,0
S00001623,U000018,2024-11-27 10:51:00,desktop,South,google,False,False,0,False,0
S00001624,U000310,2024-10-17 17:32:00,mobile,West,email,True,False,0,False,0
S00001625,U000665,2024-10-28 23:09:00,mobile,North,organic,True,True,2,False,0
S00001626,U000562,2024-12-14 11:57:00,desktop,West,email,False,False,0,False,0
S00001627,U000407,2024-11-09 02:01:00,desktop,South,email,False,False,0,False,0
S00001628,U000680,2024-12-17 17:01:00,mobile,East,organic,True,False,0,False,0
S00001629,U000680,2024-11-13 02:11:00,mobile,East,facebook,False,False,0,False,0
S00001630,U000594,2024-10-10 18:28:00,mobile,Central,google,True,True,3,True,2
S00001631,U000267,2024-12-05 02:40:00,mobile,West,email,False,True,1,False,0
S00001632,U000611,2024-10-21 19:53:00,desktop,South,facebook,True,True,3,False,0
S00001633,U000195,2024-10-08 21:08:00,desktop,South,organic,True,True,1,False,0
S00001634,U000014,2024-10-05 10:28:00,desktop,South,organic,True,False,0,False,0
S00001635,U000077,2024-12-01 01:43:00,tablet,Central,organic,False,False,0,False,0
S00001636,U000278,2024-11-17 08:23:00,mobile,East,organic,False,True,2,True,1
S00001637,U000481,2024-12-07 13:41:00,mobile,North,email,False,False,0,False,0
S00001638,U000497,2024-10-08 20:13:00,tablet,South,google,False,False,0,False,0
S00001639,U000383,2024-10-14 08:50:00,mobile,South,google,True,False,0,False,0
S00001640,U000110,2024-11-19 22:57:00,mobile,North,google,False,False,0,False,0
S00001641,U000670,2024-12-01 14:45:00,tablet,North,google,False,False,0,False,0
S00001642,U000224,2024-11-06 14:14:00,mobile,South,facebook,False,False,0,False,0
S00001643,U000237,2024-12-26 21:08:00,desktop,Central,google,False,False,0,False,0
S00001644,U000351,2024-11-28 05:07:00,mobile,Central,organic,True,False,0,False,0
S00001645,U000637,2024-11-23 03:35:00,desktop,North,google,False,True,1,True,2
S00001646,U000046,2024-11-20 02:16:00,mobile,South,facebook,False,True,3,False,0
S00001647,U000691,2024-11-30 04:12:00,mobile,Central,facebook,False,True,3,True,2
S00001648,U000187,2024-10-01 10:49:00,desktop,South,google,True,False,0,False,0
S00001649,U000759,2024-11-02 22:52:00,mobile,Central,google,True,False,0,False,0
S00001650,U000003,2024-10-30 04:11:00,desktop,East,email,True,False,0,False,0
S00001651,U000272,2024-10-27 10:49:00,desktop,East,organic,True,True,2,False,0
S00001652,U000410,2024-10-18 17:45:00,desktop,East,organic,True,True,3,False,0
S00001653,U000411,2024-10-25 19:56:00,mobile,West,facebook,False,False,0,False,0
S00001654,U000367,2024-10-14 17:01:00,tablet,West,email,False,False,0,False,0
S00001655,U000455,2024-10-31 13:28:00,tablet,South,google,True,True,2,True,1
S00001656,U000236,2024-10-16 21:57:00,tablet,West,organic,True,False,0,False,0
S00001657,U000698,2024-10-29 15:27:00,mobile,West,google,True,True,2,True,1
S00001658,U000448,2024-11-02 22:59:00,desktop,East,email,False,False,0,False,0
S00001659,U000078,2024-12-22 23:56:00,mobile,East,facebook,True,False,0,False,0
S00001660,U000164,2024-12-08 07:20:00,desktop,South,google,True,False,0,False,0
S00001661,U000786,2024-11-24 08:32:00,mobile,Central,google,True,True,3,True,1
S00001662,U000698,2024-10-13 04:57:00,mobile,Central,facebook,True,False,0,False,0
S00001663,U000746,2024-11-07 10:44:00,desktop,East,google,True,False,0,False,0
S00001664,U000361,2024-11-13 05:27:00,tablet,West,google,False,False,0,False,0
S00001665,U000368,2024-10-09 09:19:00,desktop,North,direct,False,False,0,False,0
S00001666,U000558,2024-12-19 00:02:00,mobile,Central,email,False,True,1,False,0
S00001667,U000064,2024-12-27 07:02:00,desktop,Central,facebook,False,True,1,False,0
S00001668,U000670,2024-12-08 05:03:00,mobile,East,google,True,True,3,False,0
S00001669,U000619,2024-10-10 05:31:00,desktop,South,facebook,False,False,0,False,0
S00001670,U000039,2024-10-25 06:01:00,desktop,North,organic,False,False,0,False,0
S00001671,U000512,2024-12-21 12:58:00,mobile,Central,facebook,True,False,0,False,0
S00001672,U000286,2024-10-13 06:07:00,desktop,West,organic,True,True,3,False,0
S00001673,U000631,2024-12-11 00:40:00,mobile,North,email,False,True,2,True,2
S00001674,U000773,2024-11-21 11:31:00,desktop,Central,organic,False,False,0,False,0
S00001675,U000370,2024-11-04 21:33:00,mobile,North,organic,False,False,0,False,0
S00001676,U000134,2024-12-17 09:50:00,mobile,North,organic,False,True,3,True,1
S00001677,U000191,2024-11-07 18:14:00,mobile,South,google,False,False,0,False,0
S00001678,U000194,2024-10-10 07:11:00,desktop,South,organic,False,False,0,False,0
S00001679,U000110,2024-12-26 12:56:00,desktop,Central,email,False,False,0,False,0
S00001680,U000670,2024-11-11 14:08:00,tablet,South,email,False,False,0,False,0
S00001681,U000572,2024-12-08 04:18:00,desktop,North,google,True,False,0,False,0
S00001682,U000056,2024-11-02 09:02:00,desktop,North,organic,False,True,3,True,2
S00001683,U000378,2024-11-03 04:32:00,desktop,East,google,True,True,1,False,0
S00001684,U000759,2024-11-07 19:48:00,desktop,North,organic,False,True,2,False,0
S00001685,U000561,2024-10-05 13:14:00,desktop,South,direct,False,False,0,False,0
S00001686,U000599,2024-12-22 19:06:00,mobile,North,organic,False,False,0,False,0
S00001687,U000471,2024-11-09 20:43:00,mobile,West,facebook,False,False,0,False,0
S00001688,U000722,2024-10-20 18:17:00,mobile,South,organic,False,True,2,False,0
S00001689,U000511,2024-10-29 12:03:00,mobile,South,google,True,True,2,True,1
S00001690,U000475,2024-10-11 11:12:00,mobile,Central,facebook,False,False,0,False,0
S00001691,U000342,2024-12-07 11:47:00,desktop,East,facebook,True,False,0,False,0
S00001692,U000419,2024-10-19 13:20:00,mobile,North,organic,False,False,0,False,0
S00001693,U000032,2024-11-14 21:09:00,desktop,East,facebook,True,False,0,False,0
S00001694,U000270,2024-10-23 03:39:00,desktop,West,email,True,False,0,False,0
S00001695,U000335,2024-10-22 16:13:00,mobile,West,email,False,False,0,False,0
S00001696,U000586,2024-12-07 17:05:00,desktop,East,organic,False,False,0,False,0
S00001697,U000057,2024-10-15 23:40:00,mobile,West,google,False,True,1,True,1
S00001698,U000183,2024-10-15 18:33:00,mobile,East,organic,False,True,1,True,2
S00001699,U000055,2024-11-20 00:42:00,desktop,West,direct,True,True,2,True,1
S00001700,U000439,2024-12-12 11:25:00,mobile,West,facebook,False,True,2,False,0
S00001701,U000471,2024-10-30 09:29:00,tablet,Central,email,False,False,0,False,0
S00001702,U000637,2024-11-28 06:48:00,mobile,East,facebook,False,False,0,False,0
S00001703,U000139,2024-12-17 00:45:00,desktop,South,google,False,True,2,True,2
S00001704,U000744,2024-11-20 12:56:00,desktop,East,organic,True,False,0,False,0
S00001705,U000464,2024-10-03 18:19:00,mobile,East,google,True,False,0,False,0
S00001706,U000545,2024-11-04 13:58:00,mobile,North,facebook,False,False,0,False,0
S00001707,U000648,2024-10-27 20:40:00,tablet,West,organic,False,True,2,True,1
S00001708,U000763,2024-11-08 06:03:00,mobile,West,organic,False,False,0,False,0
S00001709,U000476,2024-10-19 06:09:00,desktop,East,organic,False,True,2,False,0
S00001710,U000138,2024-10-10 01:55:00,desktop,North,facebook,True,True,3,False,0
S00001711,U000396,2024-10-07 12:50:00,mobile,North,organic,False,True,3,True,2
S00001712,U000000,2024-12-03 10:55:00,mobile,South,facebook,True,True,3,False,0
S00001713,U000686,2024-12-18 16:12:00,mobile,South,organic,False,True,3,False,0
S00001714,U000308,2024-12-13 00:04:00,mobile,North,organic,False,False,0,False,0
S00001715,U000298,2024-10-16 01:46:00,mobile,South,email,False,False,0,False,0
S00001716,U000477,2024-10-31 11:08:00,desktop,East,facebook,False,False,0,False,0
S00001717,U000685,2024-10-19 03:51:00,tablet,Central,facebook,False,True,3,True,2
S00001718,U000497,2024-10-17 15:12:00,mobile,North,email,False,True,3,True,2
S00001719,U000589,2024-12-17 22:37:00,mobile,East,direct,False,True,1,True,2
S00001720,U000655,2024-12-27 09:51:00,mobile,East,organic,False,True,1,False,0
S00001721,U000569,2024-11-04 04:49:00,mobile,North,email,True,False,0,False,0
S00001722,U000222,2024-11-05 09:53:00,tablet,Central,facebook,True,True,1,False,0
S00001723,U000548,2024-11-07 12:01:00,mobile,North,facebook,False,False,0,False,0
S00001724,U000390,2024-11-09 06:04:00,desktop,North,organic,True,False,0,False,0
S00001725,U000326,2024-10-03 21:39:00,mobile,West,google,True,False,0,False,0
S00001726,U000294,2024-11-04 11:23:00,mobile,West,google,False,False,0,False,0
S00001727,U000500,2024-12-01 16:01:00,mobile,North,organic,False,False,0,False,0
S00001728,U000050,2024-12-19 11:40:00,desktop,Central,facebook,False,True,2,False,0
S00001729,U000601,2024-10-10 06:08:00,mobile,Central,organic,True,True,1,True,1
S00001730,U000693,2024-11-07 11:23:00,mobile,East,facebook,True,False,0,False,0
S00001731,U000434,2024-11-17 18:30:00,mobile,South,google,False,True,1,False,0
S00001732,U000031,2024-12-06 15:25:00,desktop,North,google,False,False,0,False,0
S00001733,U000365,2024-10-23 14:30:00,mobile,South,organic,False,True,2,False,0
S00001734,U000381,2024-12-21 15:20:00,mobile,North,facebook,False,False,0,False,0
S00001735,U000305,2024-12-27 09:59:00,desktop,Central,organic,False,True,1,True,2
S00001736,U000106,2024-12-20 01:31:00,tablet,North,email,True,True,2,True,1
S00001737,U000392,2024-11-09 20:45:00,mobile,North,email,False,True,2,True,2
S00001738,U000130,2024-11-17 15:15:00,mobile,Central,google,False,True,2,True,1
S00001739,U000552,2024-10-07 07:18:00,mobile,West,google,False,True,2,False,0
S00001740,U000164,2024-12-14 02:39:00,mobile,West,organic,False,True,1,False,0
S00001741,U000650,2024-12-16 21:51:00,desktop,Central,direct,False,True,2,False,0
S00001742,U000076,2024-12-02 00:10:00,desktop,North,direct,True,False,0,False,0
S00001743,U000719,2024-11-16 06:13:00,desktop,West,facebook,False,False,0,False,0
S00001744,U000289,2024-12-09 07:23:00,desktop,West,organic,False,False,0,False,0
S00001745,U000151,2024-11-19 11:53:00,desktop,South,email,False,True,2,True,1
S00001746,U000488,2024-12-03 23:33:00,desktop,North,organic,True,False,0,False,0
S00001747,U000126,2024-11-29 15:03:00,tablet,North,organic,False,True,2,True,2
S00001748,U000528,2024-12-16 21:13:00,mobile,South,email,False,True,2,False,0
S00001749,U000603,2024-11-26 03:10:00,desktop,West,direct,False,False,0,False,0
S00001750,U000440,2024-10-21 00:28:00,mobile,North,email,True,True,3,True,2
S00001751,U000097,2024-10-30 22:06:00,desktop,West,google,False,True,1,False,0
S00001752,U000162,2024-10-27 11:12:00,mobile,Central,email,False,False,0,False,0
S00001753,U000314,2024-11-30 01:32:00,desktop,North,google,True,False,0,False,0
S00001754,U000268,2024-11-07 14:22:00,mobile,South,google,False,True,2,True,1
S00001755,U000199,2024-10-24 20:57:00,desktop,South,facebook,True,True,2,False,0
S00001756,U000427,2024-10-31 04:31:00,mobile,Central,organic,False,True,3,True,2
S00001757,U000320,2024-12-02 11:14:00,tablet,West,google,False,False,0,False,0
S00001758,U000082,2024-12-09 09:09:00,mobile,South,email,True,True,1,False,0
S00001759,U000179,2024-12-04 14:41:00,mobile,South,organic,False,True,2,False,0
S00001760,U000170,2024-10-01 10:23:00,mobile,West,direct,False,False,0,False,0
S00001761,U000132,2024-10-02 06:50:00,mobile,Central,organic,True,True,3,False,0
S00001762,U000510,2024-11-19 13:31:00,desktop,Central,facebook,True,False,0,False,0
S00001763,U000453,2024-11-26 19:48:00,mobile,Central,email,False,False,0,False,0
S00001764,U000097,2024-12-11 09:33:00,desktop,Central,facebook,False,True,2,True,2
S00001765,U000745,2024-10-16 04:07:00,mobile,East,direct,False,False,0,False,0
S00001766,U000580,2024-11-03 20:28:00,mobile,South,organic,False,True,2,True,1
S00001767,U000372,2024-10-16 20:09:00,tablet,East,organic,False,True,3,True,1
S00001768,U000639,2024-10-30 23:16:00,desktop,South,facebook,False,True,3,True,1
S00001769,U000277,2024-11-16 16:56:00,tablet,East,google,True,False,0,False,0
S00001770,U000318,2024-12-05 13:51:00,desktop,North,facebook,False,False,0,False,0
S00001771,U000370,2024-10-28 01:16:00,desktop,North,facebook,False,False,0,False,0
S00001772,U000573,2024-11-04 01:32:00,desktop,North,google,False,False,0,False,0
S00001773,U000532,2024-12-16 19:22:00,mobile,South,facebook,True,False,0,False,0
S00001774,U000332,2024-12-08 05:50:00,mobile,Central,organic,False,True,2,True,2
S00001775,U000161,2024-12-27 19:53:00,tablet,Central,google,False,False,0,False,0
S00001776,U000120,2024-10-28 07:15:00,mobile,Central,organic,False,True,2,True,2
S00001777,U000580,2024-10-26 23:55:00,tablet,South,google,False,False,0,False,0
S00001778,U000350,2024-10-07 03:12:00,desktop,East,facebook,False,False,0,False,0
S00001779,U000224,2024-10-03 23:14:00,desktop,Central,google,False,True,3,False,0
S00001780,U000561,2024-11-28 14:47:00,mobile,East,email,False,False,0,False,0
S00001781,U000208,2024-10-17 04:13:00,mobile,Central,organic,False,False,0,False,0
S00001782,U000582,2024-10-10 17:34:00,mobile,West,organic,True,False,0,False,0
S00001783,U000416,2024-12-20 20:25:00,mobile,Central,organic,False,False,0,False,0
S00001784,U000515,2024-12-13 11:55:00,mobile,South,email,False,True,3,True,2
S00001785,U000524,2024-12-15 02:51:00,mobile,West,email,False,False,0,False,0
S00001786,U000357,2024-12-22 15:11:00,mobile,West,organic,False,True,1,True,1
S00001787,U000157,2024-11-24 07:33:00,desktop,West,direct,True,False,0,False,0
S00001788,U000308,2024-12-10 06:49:00,desktop,West,facebook,False,True,1,True,2
S00001789,U000276,2024-12-27 21:46:00,mobile,South,google,False,True,2,True,2
S00001790,U000589,2024-12-19 10:21:00,mobile,Central,facebook,False,False,0,False,0
S00001791,U000498,2024-10-18 21:35:00,mobile,North,direct,False,True,2,False,0
S00001792,U000678,2024-10-20 00:16:00,mobile,West,organic,False,False,0,False,0
S00001793,U000535,2024-12-07 22:20:00,mobile,East,email,True,False,0,False,0
